1  1:0.12310439918336273  2:-0.27229790770652307  3:0.29092492220030675  4:0.04986672480510938  5:-0.23754078736899106  6:0.021963423699782054  7:-0.7318583750199904  8:-0.04908037623274161  9:0.17142650380388838  10:0.1498631935259312
1  1:-0.007004258607564334  2:0.22321616319277854  3:0.04200946383957923  4:0.20565220657462197  5:0.17737618078276673  6:0.33664902759611065  7:-0.26480455870071246  8:-0.2226725080539119  9:-0.23358284352399739  10:-0.022630774896546465
1  1:0.49596592762725367  2:-0.003202369031753626  3:-0.2289138659325006  4:-0.534626793425378  5:-0.3405252468190433  6:0.49994459149105497  7:-0.008932335980951367  8:-0.2964519909051063  9:-0.33804596237437773  10:-0.22375766218045404
1  1:-0.055313256583272845  2:-0.016590337153721785  3:-0.22185414940828407  4:-0.0017654498356344537  5:-0.07278161484317593  6:-0.0756936845911624  7:0.26277824523339915  8:0.06731401517641905  9:0.12842965475720858  10:-0.08142591313764169
1  1:-0.11022741840548117  2:0.08600647944986409  3:0.02359045496383959  4:-0.1555556236686391  5:0.06436935415941526  6:-0.051993108187134464  7:-0.3474824114114115  8:0.014181398148148151  9:0.17403958730158733  10:-0.13712192810457519
1  1:0.42118217298176425  2:-0.00381911384757524  3:0.7246086353824238  4:0.017396371015309508  5:0.355804810554202  6:1.014671532163743  7:0.3645783993993995  8:0.013374685185185217  9:-0.47674720317460323  10:-0.8071442124183007
1  1:0.3835292104571093  2:-0.3017747264068803  3:-0.21485079366644744  4:0.22092865098149714  5:0.30336185707932084  6:0.46983842440914936  7:-0.07384717120670967  8:-0.27621981914310767  9:-0.37493795245609096  10:-0.28171458456124077
1  1:-0.08104128165334439  2:0.022627669563054183  3:-0.024023656147271564  4:-0.15120894918756458  5:0.5621611764319139  6:0.07954694721270635  7:-0.19768141819926432  8:-0.186536959894806  9:-0.1301773039729502  10:-0.002115557431256481
1  1:-0.02127222222222225  2:0.0025558228228228104  3:0.13816642592592593  4:0.030302653968253962  5:0.04252427777777778  6:-0.3065676414581819  7:-0.3202954097588714  8:0.212257820567609  9:0.11823556808490651  10:0.029231001353598685
1  1:0.6091624165715079  2:0.3830257891323277  3:0.11870945589524443  4:0.04671226918380765  5:-0.13520626108984035  6:0.581616450569224  7:0.21342067739929274  8:0.20014112409598947  9:0.2006711281863436  10:0.02010956615229921
1  1:0.3581728103740614  2:0.09026381354727508  3:-0.2640015641573526  4:0.059312799192260714  5:0.0212764486212631  6:0.3527803055988097  7:-0.3393757818469357  8:-0.3833915279969319  9:-0.3862258999342538  10:-0.0550239113973006
1  1:-0.013220212827433546  2:-0.1566062777688931  3:-0.01484355144641679  4:-0.23006186127547665  5:0.02450393435046603  6:0.39041328654970764  7:-0.2543938708708709  8:-0.32724287962962967  9:-0.09782993650793652  10:0.18605167973856204
1  1:-0.23610125814042024  2:-0.1546038594097056  3:0.17618435492000878  4:-0.03404500311824926  5:-0.18269665371079402  6:0.18523992690058472  7:0.07262087687687688  8:0.005193027777777757  9:-0.32077305079365076  10:-0.17028245751633986
1  1:-0.10129436281532228  2:0.16690750007996166  3:0.2583296288625905  4:-0.2437112987320372  5:0.009688617298990612  6:0.05068315773902208  7:-0.29534783607868226  8:-0.12980522485207097  9:-0.12525191056635673  10:0.07867786338322309
1  1:-0.17503780921485174  2:0.27727164482826017  3:-0.14490403900942364  4:0.3596894622522777  5:-0.04698031997138107  6:0.4013465538080904  7:-0.09614499203937663  8:-0.15488669712908176  9:-0.08066154946933406  10:0.0039376204509416575
1  1:-0.29353969606214747  2:0.2375319964461503  3:-0.1697827704361166  4:0.3972387382736922  5:-0.11496355265498708  6:-0.12106707427592654  7:0.07109875179913644  8:-0.05453906426692967  9:-0.25585047861369403  10:-0.05962724312565261
1  1:0.011353971037060095  2:-0.01668575179913642  3:-0.03251651051939511  4:-0.01519125325443788  5:-0.016236444657152817  6:-0.23862085790165752  7:-0.09017727915489454  8:-0.044405948882314306  9:-0.039492733070348424  10:-0.14819419234636652
1  1:0.17771344735111944  2:-0.11708836178190025  3:-0.07659595731974576  4:-0.12438440886634736  5:-0.03355798878446842  6:0.05865051027717223  7:-0.17548988741404128  8:-0.037244965318869144  9:-0.004615970752324578  10:-0.1467156213017752
1  1:0.38105464760026286  2:-0.36402218746557213  3:-0.214661632314267  4:-0.8379684227294076  5:-0.3847389949336736  6:0.511503249904841  7:-0.08558442916289065  8:0.11238519521148367  9:-0.3510522612191228  10:-0.3015849368062807
1  1:0.2821112268763625  2:0.09326331840716455  3:-0.06348633925049313  4:-0.04217821470836853  5:0.001587847024016707  6:0.3147449613654451  7:-0.16950778483216955  8:-0.29810232818321286  9:-0.04214914141072604  10:0.037522435684727566
1  1:-0.05652050825288073  2:-0.019355526307372476  3:-0.11562319707429326  4:0.04346012240067625  5:0.07109341541942217  6:0.18444292105263155  7:-0.1295928648648649  8:-0.16583013888888887  9:-0.12921537142857145  10:0.19730132352941182
1  1:0.15964755640333572  2:0.07331095507933968  3:0.03466833957922419  4:0.04595055484173942  5:0.024773548226785794  6:0.176533304820236  7:-0.1418033988307834  8:-0.1303949763313609  9:0.01043649082370622  10:-0.0033026947828441178
1  1:0.17138019618325898  2:-0.027776174991559578  3:-0.060903123767258385  4:-0.04700149745468206  5:0.03647309179332483  6:0.13295870289629405  7:-0.02377434623380776  8:-0.21591278270874428  9:-0.2467847166525782  10:0.08790221528019491
1  1:-0.028466336880168967  2:0.10524799479361019  3:-0.03580189228577689  4:-0.3090891326195173  5:-0.1294631140890281  6:-0.009522581248486109  7:-0.23040845448406982  8:0.08745799556213019  9:-0.28494042904104455  10:0.27554903238968165
1  1:-0.23139437051455075  2:0.22314440318424938  3:0.07775607456717074  4:-0.2870697944397482  5:0.4145925991607689  6:0.26529683191459913  7:-0.26724175481990864  8:0.04403115220249834  9:0.2777312876115338  10:-0.0007070388482809517
1  1:0.05332698716218555  2:0.0342913679478295  3:-0.003615267148805615  4:-0.216481683591622  5:0.13990502780678346  6:-0.023803089760891415  7:0.12143380038026197  8:0.15876138883410046  9:-0.18348468725462577  10:0.149280045906331
1  1:0.34362408863628496  2:0.34615374547328387  3:0.446676204470743  4:0.06911267577721435  5:-0.4347907656147271  6:0.26225327445586355  7:-0.6453768728432574  8:-0.49301608957922394  9:0.3175504197614351  10:0.4649310752020728
1  1:0.12582531078930068  2:-0.0654673831049985  3:-0.063525090620206  4:-0.057899405597820995  5:-0.0694073695711026  6:0.03302992804249285  7:-0.17761347559393717  8:-0.27212502060048216  9:-0.2590257982154597  10:0.1518895971303709
1  1:0.08040357550434274  2:0.0005872881461342993  3:0.3091586621740082  4:-0.05305303619799006  5:0.12605701167962258  6:-0.1736752173431607  7:-0.224168763135917  8:0.21330122912557525  9:-0.1755125006668545  10:0.04604303656650038
1  1:0.5795086943146823  2:-0.10652433683387529  3:0.0672883140477756  4:0.10582281237907391  5:-0.05177145861855591  6:0.31787855796048303  7:-0.6267423161504698  8:-0.20377918397983782  9:-0.11655252264487653  10:-0.09592031712882397
1  1:0.38439071052631574  2:0.35887286486486486  3:0.18644594444444446  4:0.06543705714285712  5:0.012291852941176466  6:-0.06667225128897193  7:0.17970711100449566  8:0.24478943858207325  9:-0.08943899753921293  10:-0.13905744046099702
1  1:0.003372282968268753  2:0.22495685981839827  3:0.49565145660749516  4:-0.3390204238564854  5:0.13615116500367413  6:0.6652844910550537  7:0.1240769684595839  8:-0.27256684314047774  9:-0.16847646448764908  10:-0.08037267668329666
1  1:-0.06201552923976608  2:-0.06864445645645643  3:0.10865783333333331  4:-0.004372869841269856  5:0.026430444444444437  6:-0.08502657630021798  7:-0.23891749144410684  8:0.10039358744247205  9:-0.00225352476754018  10:-0.14692037208492864
1  1:0.056101091715976416  2:0.11074251895090363  3:-0.29389237836949383  4:-0.1324845775147929  5:-0.16104008475461196  6:0.267059152790754  7:0.3787825432236971  8:0.049533591387245224  9:-0.06772495842960458  10:0.10547146996944737
1  1:-0.16887223099415213  2:-0.055882006006006  3:-0.1283281388888889  4:0.020507453968253958  5:-0.14079228104575162  6:0.18449570383058247  7:-0.12255579337917795  8:-0.14539869641683092  9:-0.18531318072696532  10:0.027349480682213708
1  1:0.10663948723139209  2:0.05816503198464737  3:0.19016213905325446  4:-0.10750404666103126  5:0.0847137567003133  6:0.284533708657739  7:0.10509213337597954  8:0.12704563510848127  9:-0.1327789553677092  10:-0.011918682387747999
1  1:0.1093314813142323  2:-0.5929396267391653  3:-0.3589455698553585  4:0.36925803753169917  5:0.03957717386007659  6:0.0788861703346136  7:-0.1306658212946675  8:0.27869522386587775  9:-0.3973170126420588  10:-0.22068498628997943
1  1:0.02316428760510745  2:0.18243115832400447  3:0.04359833168967782  4:-0.030684344378698235  5:-0.0004816936999652069  6:-0.06352708207896471  7:-0.12550632590578747  8:0.04843019449923294  9:-0.06163955206161362  10:-0.08651003409134857
1  1:-0.18875197614104297  2:0.35006112939566786  3:0.007550735809774246  4:-0.11274419308725464  5:-0.14737398582588856  6:0.006813686892279997  7:-0.31335657106810955  8:-0.1204654473482358  9:0.07826994571240727  10:0.014005185423676361
1  1:0.37840875769057764  2:-0.11831077422392813  3:-0.047494623438527256  4:-0.010254190044143806  5:0.19065238272034646  6:0.3935838600470604  7:0.08372071114309575  8:-0.3658995806486962  9:-0.2586289572461728  10:-0.03757242085315394
1  1:0.18536658349769886  2:0.026666910247525606  3:-0.15788034456497915  4:-0.13932046302244763  5:-0.11990920609506128  6:0.2843668014637185  7:0.10751839053254436  8:-0.11425315006574621  9:-0.3369477171597633  10:-0.5434559284719805
1  1:0.4787273182809095  2:0.3137713044938431  3:0.2746885142998029  4:0.11639502180896029  5:0.1440657854159415  6:0.3497827374476625  7:0.1519798584857046  8:0.10770223339907958  9:-0.2533569416924956  10:-0.31807727037165945
1  1:0.36676336902660983  2:0.23773929369013985  3:-0.20662177016217403  4:-0.5465285072602613  5:0.018058300518234954  6:0.37813642759265015  7:0.1046412150967535  8:0.006402627547666042  9:-0.20772038478444635  10:-0.08286851548903587
1  1:-0.0006432114779057898  2:-0.006824789203404593  3:-0.17444541968003507  4:-0.02618698361979904  5:-0.10432819083807093  6:0.1319276351603861  7:-0.06152137725891571  8:0.008228453648915203  9:-0.14338235587489434  10:0.01509013992342498
1  1:0.5913218905325446  2:0.2991803842955382  3:0.14824850378040766  4:0.12568773778529163  5:0.259684109989558  6:0.6462305802276894  7:0.4418666485064947  8:0.15762084522244135  9:-0.062035261106415024  10:-0.021021053177089383
1  1:0.054229368421052616  2:-0.1451251081081081  3:-0.41503783333333333  4:0.027950885714285795  5:-0.30070435294117653  6:0.2276486798851171  7:0.12167641245979705  8:-0.027257807144422486  9:-0.006130568235183584  10:-0.2511408906872414
1  1:0.017281848783694927  2:-0.06630426486841869  3:-0.031132117740521572  4:0.03734977918662534  5:-0.024415937792473967  6:0.1172321207654244  7:-0.18608796607850459  8:-0.16064590390094238  9:0.003516431426692947  10:-0.1131445347874851
1  1:0.016453099121076856  2:0.012221381701227831  3:0.045551651490247626  4:-0.16445041275476666  5:-0.16544788198553584  6:-0.06523448972282779  7:-0.014988565168719012  8:-0.15351525164365554  9:0.04882315891800505  10:0.07590564114166376
1  1:0.0451330989134572  2:-0.08727440736002272  3:0.19097407034845498  4:0.02090083103221563  5:-0.15430920139614038  6:-0.13508235892245404  7:-0.16028568735007198  8:0.1594916240959895  9:0.0011605203719357506  10:-0.08739604872955099
1  1:0.07256846011972728  2:0.09404968800753416  3:-0.09809357500547883  4:0.26561073376537997  5:-0.08960379676683296  6:0.11840844517111317  7:-0.04523989501927961  8:0.03237396740083279  9:0.2654386893585048  10:-0.021026565823568082
1  1:-0.3966267575175612  2:-0.14496738203884355  3:-0.017864136697348258  4:0.43764171900065746  5:-0.31643247753026255  6:-0.14056732675871136  7:-0.07155753950992404  8:0.028565716688582026  9:0.0869249567577721  10:-0.18212412615539308
1  1:0.1790029700335651  2:-0.05680840389501928  3:-0.2399293242384396  4:0.022008582680567306  5:0.3806524773368914  6:0.24668906662860307  7:0.13473012438473977  8:-0.10226309670173125  9:-0.19260980587959045  10:-0.03121550021270835
1  1:0.34022852693864847  2:-0.3857959612985765  3:-0.06535588264299799  4:-0.06857871597633136  5:-0.05204027479986077  6:0.1731277334163812  7:-0.42370401327362855  8:-0.002443258711374142  9:-0.4377491357565513  10:-0.04784124312565277
1  1:0.47696509732170667  2:0.2575825741244203  3:0.2071840731426693  4:0.10196013693998313  5:0.14904258684302124  6:0.28563555936191565  7:0.08870211153757303  8:-0.0004198803966688542  9:-0.21897635025828874  10:-0.012911221816142642
1  1:-0.0010221749368490617  2:-0.1560823371537218  3:0.3388183619877274  4:-0.26212541540340006  5:-0.2293813810573539  6:0.3318722735734799  7:-0.13661292177976794  8:0.28586286489151863  9:0.23848769944585324  10:-0.14836793651622382
1  1:0.25645457894736834  2:-0.12035656756756763  3:-0.20371266666666674  4:-0.22045262857142867  5:0.09816185294117644  6:0.1375186795390844  7:-0.3188684046057892  8:-0.29896011308349774  9:-0.32843475874894346  10:0.10867589697180652
1  1:0.28738254046852835  2:-0.02547497855251705  3:-0.07776271800350641  4:-0.0564736095989481  5:-0.04870213659743979  6:0.21647509169867468  7:-0.18785516091831472  8:-0.22111994893710263  9:-0.23756321788297172  10:-0.13897848153304718
1  1:0.016097404166234133  2:0.057058586936048504  3:-0.028881928117466586  4:0.10769514131680281  5:0.02555902403604441  6:-0.00123636869787883  7:-0.023968216091831463  8:-0.1633758904777558  9:-0.10917017995679536  10:0.004267343852728463
1  1:0.19061600782033977  2:0.07823169243207703  3:0.4374405489809336  4:0.12725832993331448  5:-0.409591178771706  6:0.06067904721616663  7:-0.22511705755459605  8:-0.14889935546789396  9:0.03517553618859776  10:0.16834530533317874
1  1:0.5366634321429806  2:0.4469973568065105  3:0.2186232046351084  4:0.11879845695501078  5:-0.32461739126735495  6:0.643921897937645  7:0.400716521474137  8:0.3490948541529697  9:0.36838143294824843  10:0.15951252090343035
1  1:0.6208696725146199  2:-0.17643732132132114  3:-0.1948154907407407  4:-0.10453122222222228  5:-0.5645568594771243  6:0.3438351034810893  7:-0.09534206117952268  8:0.38359196159325  9:-0.048134516896778376  10:-0.009701580848512947
1  1:-0.09216072201460261  2:0.20101688076834226  3:-0.017159057747096185  4:-0.10194206820700669  5:-0.18011311774374447  6:-0.12465298925568362  7:-0.09448296337757876  8:0.23987000197238662  9:-0.19698128300929837  10:-0.03302664810302819
1  1:-0.013754763625038956  2:-0.08236402174956023  3:-0.056930473701512226  4:0.1375503298393914  5:0.16739669648451094  6:0.08629597880549493  7:-0.1863654336940491  8:0.09028603188691652  9:0.044971000262984874  10:0.3277509705495611
1  1:0.5034277218242846  2:-0.23154259079197526  3:-0.38886265083278543  4:-0.3659907348173194  5:-0.48940238633638844  6:0.5303514469012769  7:0.19886518822964971  8:-0.13362345660749508  9:-0.11433812071005925  10:-0.3947122989906022
1  1:0.18539899702411847  2:-0.0538797989054143  3:-0.28278548805610354  4:-0.5700566861839017  5:-0.1962541885756275  6:-0.08661990236686389  7:-0.12507444186790329  8:0.34353658053911906  9:-0.6130694485207101  10:0.20906582613992342
1  1:0.04350106273573479  2:0.05962306926453082  3:-0.027567491507779963  4:-0.039229087254625726  5:-0.05578383192172335  6:0.04796687904425758  7:0.0858793038719193  8:-0.017467037584922195  9:-0.0076495831689677865  10:0.04114101939513478
1  1:-0.18294029488909647  2:0.09224154327700482  3:-0.3029137073197459  4:0.21230289369775526  5:-0.48404797445565995  6:0.38314683113602555  7:-0.4471705166409012  8:-0.22116674627438093  9:0.09990620803982347  10:-0.1748527988552423
1  1:0.225830616786048  2:-0.07549138381576845  3:-0.21152040368178826  4:-0.2032603016060862  5:0.04581465262791507  6:0.473584118689228  7:-0.058022315457469324  8:-0.19371384850975235  9:-0.06762484352399736  10:0.11960094757705843
1  1:0.019523307259766743  2:0.06319837402491248  3:-0.09601433256629413  4:-0.12161130517516676  5:-0.09814653559964422  6:-0.15767418713450296  7:-0.07810753753753753  8:-0.021238194444444435  9:-0.2685777174603174  10:0.08046775816993465
1  1:0.1536017293677982  2:-0.08820610474972014  3:-0.1620568869165023  4:-0.10690632916314455  5:0.21339222972502614  6:-0.08685567050763003  7:-0.24742309035662882  8:-0.18766271088099942  9:-0.17544803499577344  10:0.5418210833623389
1  1:-0.0700032105263158  2:0.08326483783783788  3:-0.06694911111111113  4:0.16590780000000005  5:-0.05975102941176465  6:0.13615027523443712  7:-0.1182682828864367  8:-0.20370422529037913  9:-0.16344705085000472  10:0.0696715184669528
1  1:-0.10654459358455311  2:0.1265050946745562  3:-0.27758303994082845  4:0.23517351885038046  5:-0.16079629899060222  6:0.28910217159763313  7:-0.11193885958739812  8:-0.07977317028270879  9:-0.11115071851225698  10:-0.1636434211625478
1  1:-0.15581338395792252  2:-0.11205061957815805  3:-0.10514097939951784  4:-0.1289729568516953  5:0.07438340412654214  6:0.027288092840582697  7:0.026089534427919066  8:0.29028304684418144  9:-0.01747818215459756  10:-0.12377612598135912
1  1:0.42607430006228597  2:-0.18634217367663525  3:-0.06435704980276137  4:0.13950008114961956  5:0.004266532022276363  6:0.1774369061905257  7:0.023900263304724823  8:0.038431334703046174  9:-0.46741298981872836  10:-0.005853435994121512
1  1:0.10004389534239935  2:0.3552007656236118  3:0.4064521294104757  4:-0.4088377153188694  5:-0.11247243402173492  6:0.40908004109138757  7:-0.2970152038843577  8:-0.41825095605961005  9:-0.1039444010331548  10:-0.3069661180338013
1  1:0.15167179277829684  2:-0.19249900915116305  3:-0.0995754695923734  4:-0.0593250003005541  5:0.31235637140812944  6:0.20244995383923317  7:0.01589137711676176  8:-0.284489105577471  9:0.00969786912745372  10:-0.08823236504621575
1  1:0.14256796916848338  2:-0.10358040844394692  3:0.16204399852071005  4:0.16516739797125954  5:0.27591425304559686  6:-0.059443039880272656  7:-0.6418353369404907  8:-0.03489390121630512  9:0.0278379689302151  10:0.2908915810612213
1  1:-0.022792300996574293  2:-0.15158653510315045  3:0.11093719214332681  4:-0.05414980169061709  5:-0.14983122502610505  6:0.15965086779819374  7:-0.2631864794498642  8:0.20356465828402362  9:-0.1958329829247676  10:-0.5103735487295511
1  1:0.07449216038617255  2:-0.32917995953942114  3:0.021470315581854044  4:0.016875292138630597  5:-0.2673403163940133  6:-0.12057289473684205  7:-0.20960705405405403  8:0.34119411111111114  9:-0.06990905714285713  10:-0.10600329411764702
1  1:0.030141230302086586  2:-0.17955412777866622  3:-0.08958470447074296  4:0.0611756265426881  5:-0.04732805917159763  6:0.2877765963182116  7:0.033945687101302496  8:0.07700276369712908  9:0.11159131280172817  10:-0.10175775813126035
