1  1:-0.3073722566178761  2:0.32577759139612994  3:-0.007677774161735703  4:-0.49952223093829246  5:0.1588285207100593  6:-0.14587906204052364  7:-0.2270561908284024  8:-0.13769085175957646  9:-0.601913192387654  10:0.41307037754766596  11:0.1427912657650042  12:-0.35468078924469193  13:0.03454505217859059  14:0.24606161446005914
1  1:0.10945300870272326  2:-0.009748340405494254  3:0.11901645490905108  4:-0.14977279077674466  5:-0.13093267157829602  6:0.0289145496383958  7:-0.01511404304322813  8:-0.16314969113118105  9:-0.30338353188691647  10:0.3628054524435679  11:-0.19284809525687988  12:-0.17645130639672038  13:0.31739773073934613  14:-0.04211279951512167
1  1:0.24183451446416832  2:-0.07804263279847894  3:-0.10797206032215646  4:-0.05508269103033721  5:-0.0123087592914878  6:-0.035571255155101324  7:0.14841512423980938  8:0.1453429985985674  9:-0.37568113177674717  10:-0.03470486554898094  11:0.11709501149619612  12:-0.08354867977723632  13:0.008309698942083579  14:0.29345600998520704
1  1:0.685086935880134  2:0.5941474046768663  3:0.5418053282927898  4:0.2801816812435428  5:0.1788501967358936  6:-0.6131874647660036  7:-0.49614535190664044  8:0.39736639196858003  9:0.24094521191605808  10:-0.005813450361604171  11:0.22005893083497702  12:0.23260337442472054  13:-0.22512127242842628  14:-0.29895602781886926
1  1:0.23666721114917466  2:0.08837643163281633  3:-0.13634732922419462  4:-0.3576298258664413  5:0.438906141489732  6:-0.03693846655908196  7:0.024805221523668597  8:0.041018887037613826  9:-0.05676365337526876  10:0.1823017249068595  11:-0.45523139753921293  12:-0.350750892195537  13:-0.24953864760026295  14:0.20983646164119008
1  1:-0.04593480065054154  2:0.037872916751070636  3:-0.16608049693184312  4:0.0023822650136188657  5:-0.05704276155393122  6:-0.13585233440918063  7:0.06731704170775805  8:0.19798530886881896  9:-0.22308880285018748  10:-0.028978737727372375  11:-0.09033543738142205  12:-0.025334368236841088  13:-0.005450610363994944  14:0.07304143125410918
1  1:0.08685025265580122  2:0.043673903584057414  3:-0.3171795752794214  4:0.18346249724805105  5:-0.011632199713810602  6:-0.16358036937421555  7:-0.05908568986275474  8:0.15578001129796876  9:-0.05756738358476819  10:-0.3025683687815034  11:-0.2128303882971729  12:-0.092585191012105  13:0.05463649453110991  14:0.09744176058103218
1  1:0.3539814498598567  2:-0.07694940444586594  3:-0.2994316801446416  4:-0.23370058918005077  5:0.05620260668290988  6:0.1478775673301058  7:0.039805301960059165  8:0.44664269540468543  9:-0.06830430826092364  10:-0.24935333064869603  11:-0.22288314625716163  12:-0.07721224362841773  13:-0.0475531301177455  14:-0.11394744941650231
1  1:0.738894732776221  2:0.3899192355846976  3:0.31691625635546805  4:-0.005993846228984687  5:0.27680423293498874  6:0.0694856898571514  7:-0.3175358118425378  8:0.6658396279975084  9:0.11663202798656648  10:-0.35021162245233417  11:-0.5338110617075231  12:-0.36228704037591386  13:-0.007075045723507241  14:0.29549296782544376
1  1:0.15599663763452035  2:0.22390387453133614  3:0.06873979552925712  4:-0.08176990776744626  5:-0.19734673162006422  6:0.08591595792241948  7:-0.1237970610412558  8:0.3760182393335409  9:-0.027854506316967814  10:-0.053028575443786946  11:-0.11729308148774308  12:-0.21478377567003143  13:-0.4185573487538103  14:-0.018524344674556242
1  1:-0.04772968421052632  2:-0.1288701891891892  3:-0.2375563888888889  4:-0.2807084571428572  5:0.12489247058823531  6:-0.19432833333333344  7:0.15235443750000002  8:-0.04426769367452162  9:-0.21551179074932916  10:-0.2537394573197458  11:0.06600542776368937  12:0.327022872452334  13:-0.3210672161257545  14:0.10654173142669299
1  1:-0.13805442292120848  2:0.08110271549656163  3:-0.4530217687376725  4:0.008906224852071048  5:-0.18839324573616426  6:-0.20902499193114585  7:-0.20449919341715983  8:0.3242869894113983  9:-0.1629959884855269  10:-0.09534819592373438  11:-0.31788375147928993  12:-0.051683063696484545  13:0.1236195981710597  14:-0.0502442586908284
1  1:0.059222395134779705  2:0.12104171322209786  3:0.08483995353933815  4:0.36202565813844284  5:0.20475052635649915  6:-0.10464142615504154  7:-0.030661865281886923  8:0.448710297864978  9:0.0947569763491302  10:0.024130112042515892  11:-0.16335303095707712  12:-0.2758586906640369  13:-0.2073006110214571  14:-0.15346225396531893
1  1:0.42993771211806653  2:0.3693735306430691  3:-0.10903529695375846  4:0.1009507124072509  5:0.006781066210310537  6:0.13935434199988048  7:-0.017226163050624577  8:0.3761190339458112  9:-0.452888516552055  10:-0.6552206916502301  11:-0.3443759185122571  12:0.20846671910894535  13:0.40680440469786633  14:0.15421319563609467
1  1:0.27166257550434275  2:0.06772736853421471  3:0.10141960092044697  4:-0.12982617246172626  5:-0.07651476660092041  6:-0.015611858287012116  7:-0.1333229965688692  8:0.20803136219246343  9:0.10999797265312654  10:0.08323721959237347  11:-0.08140596551141166  12:-0.026846123042116265  13:-0.167588266810113  14:-0.184728599852071
1  1:0.12310439918336273  2:-0.27229790770652307  3:0.29092492220030675  4:0.04986672480510938  5:-0.23754078736899106  6:-0.17877095296156836  7:0.1816633927309336  8:0.021963423699782054  9:-0.7318583750199904  10:-0.04908037623274161  11:0.17142650380388838  12:0.1498631935259312  13:0.23268968029406495  14:0.11106416142751478
1  1:-0.007004258607564334  2:0.22321616319277854  3:0.04200946383957923  4:0.20565220657462197  5:0.17737618078276673  6:0.1411606406072559  7:-0.09983490207922423  8:0.33664902759611065  9:-0.26480455870071246  10:-0.2226725080539119  11:-0.23358284352399739  12:-0.022630774896546465  13:0.05663651622736233  14:-0.07729892445348456
1  1:0.49596592762725367  2:-0.003202369031753626  3:-0.2289138659325006  4:-0.534626793425378  5:-0.3405252468190433  6:-0.3812312879086725  7:-0.2648313780407627  8:0.49994459149105497  9:-0.008932335980951367  10:-0.2964519909051063  11:-0.33804596237437773  12:-0.22375766218045404  13:-0.23599713244874793  14:-0.27497118659598946
1  1:-0.055313256583272845  2:-0.016590337153721785  3:-0.22185414940828407  4:-0.0017654498356344537  5:-0.07278161484317593  6:0.01759730338891878  7:-0.27319040047666016  8:-0.0756936845911624  9:0.26277824523339915  10:0.06731401517641905  11:0.12842965475720858  12:-0.08142591313764169  13:0.4278717254198792  14:-0.45247396390121636
1  1:-0.11022741840548117  2:0.08600647944986409  3:0.02359045496383959  4:-0.1555556236686391  5:0.06436935415941526  6:-0.010921750941366312  7:-0.034214463572485206  8:-0.051993108187134464  9:-0.3474824114114115  10:0.014181398148148151  11:0.17403958730158733  12:-0.13712192810457519  13:-0.23523534343434346  14:-0.07653450347222221
1  1:0.42118217298176425  2:-0.00381911384757524  3:0.7246086353824238  4:0.017396371015309508  5:0.355804810554202  6:0.27079110035263876  7:0.2281409491288625  8:1.014671532163743  9:0.3645783993993995  10:0.013374685185185217  11:-0.47674720317460323  12:-0.8071442124183007  13:-0.6589016868686869  14:-0.47356024305555555
1  1:0.3835292104571093  2:-0.3017747264068803  3:-0.21485079366644744  4:0.22092865098149714  5:0.30336185707932084  6:0.24969799874484483  7:-0.11605446371630508  8:0.46983842440914936  9:-0.07384717120670967  10:-0.27621981914310767  11:-0.37493795245609096  12:-0.28171458456124077  13:-0.12112315785069637  14:0.034786804343359644
1  1:-0.08104128165334439  2:0.022627669563054183  3:-0.024023656147271564  4:-0.15120894918756458  5:0.5621611764319139  6:-0.08496569655131193  7:-0.16286457922419464  8:0.07954694721270635  9:-0.19768141819926432  10:-0.186536959894806  11:-0.1301773039729502  12:-0.002115557431256481  13:0.2659570571992111  14:0.10615891937869822
1  1:-0.02127222222222225  2:0.0025558228228228104  3:0.13816642592592593  4:0.030302653968253962  5:0.04252427777777778  6:-0.10224298989898992  7:0.006464329861111087  8:-0.3065676414581819  9:-0.3202954097588714  10:0.212257820567609  11:0.11823556808490651  12:0.029231001353598685  13:-0.21892168519514668  14:0.027623677494247212
1  1:0.6091624165715079  2:0.3830257891323277  3:0.11870945589524443  4:0.04671226918380765  5:-0.13520626108984035  6:-0.14642029047875196  7:-0.07431541385190663  8:0.581616450569224  9:0.21342067739929274  10:0.20014112409598947  11:0.2006711281863436  12:0.02010956615229921  13:-0.1843204580718427  14:-0.06540819214332674
1  1:0.3581728103740614  2:0.09026381354727508  3:-0.2640015641573526  4:0.059312799192260714  5:0.0212764486212631  6:-0.23958270019723865  7:-0.21024214838099936  8:0.3527803055988097  9:-0.3393757818469357  10:-0.3833915279969319  11:-0.3862258999342538  12:-0.0550239113973006  13:-0.08771611858227249  14:-0.24734453022271538
1  1:-0.013220212827433546  2:-0.1566062777688931  3:-0.01484355144641679  4:-0.23006186127547665  5:0.02450393435046603  6:0.18583582093120557  7:0.18672203535913873  8:0.39041328654970764  9:-0.2543938708708709  10:-0.32724287962962967  11:-0.09782993650793652  12:0.18605167973856204  13:0.14792421212121218  14:0.3116704131944444
1  1:-0.23610125814042024  2:-0.1546038594097056  3:0.17618435492000878  4:-0.03404500311824926  5:-0.18269665371079402  6:-0.08294212539597158  7:-0.04901759210634453  8:0.18523992690058472  9:0.07262087687687688  10:0.005193027777777757  11:-0.32077305079365076  12:-0.17028245751633986  13:0.0654961717171717  14:0.24474505902777774
1  1:-0.10129436281532228  2:0.16690750007996166  3:0.2583296288625905  4:-0.2437112987320372  5:0.009688617298990612  6:0.05517097812443964  7:-0.10264789330621299  8:0.05068315773902208  9:-0.29534783607868226  10:-0.12980522485207097  11:-0.12525191056635673  12:0.07867786338322309  13:-0.21792677030661647  14:0.04958251793639053
1  1:-0.17503780921485174  2:0.27727164482826017  3:-0.14490403900942364  4:0.3596894622522777  5:-0.04698031997138107  6:0.09036539973701513  7:0.10069263558103228  8:0.4013465538080904  9:-0.09614499203937663  10:-0.15488669712908176  11:-0.08066154946933406  12:0.0039376204509416575  13:0.1532897338473493  14:0.11369680385026297
1  1:-0.29353969606214747  2:0.2375319964461503  3:-0.1697827704361166  4:0.3972387382736922  5:-0.11496355265498708  6:-0.003518520112366244  7:-0.47694808809993433  8:-0.12106707427592654  9:0.07109875179913644  10:-0.05453906426692967  11:-0.25585047861369403  12:-0.05962724312565261  13:-0.1800520073516227  14:0.1868257455621302
1  1:0.011353971037060095  2:-0.01668575179913642  3:-0.03251651051939511  4:-0.01519125325443788  5:-0.016236444657152817  6:0.12866296306257843  7:-0.14251288258136097  8:-0.23862085790165752  9:-0.09017727915489454  10:-0.044405948882314306  11:-0.039492733070348424  12:-0.14819419234636652  13:0.24585720476958936  14:-0.23652038451265608
1  1:0.17771344735111944  2:-0.11708836178190025  3:-0.07659595731974576  4:-0.12438440886634736  5:-0.03355798878446842  6:-0.013572207578746016  7:-0.06650552097715318  8:0.05865051027717223  9:-0.17548988741404128  10:-0.037244965318869144  11:-0.004615970752324578  12:-0.1467156213017752  13:-0.17597792666308054  14:0.1879234003328402
1  1:0.38105464760026286  2:-0.36402218746557213  3:-0.214661632314267  4:-0.8379684227294076  5:-0.3847389949336736  6:0.2846961821767975  7:0.22427882468359625  8:0.511503249904841  9:-0.08558442916289065  10:0.11238519521148367  11:-0.3510522612191228  12:-0.3015849368062807  13:-0.3197766533381147  14:-0.3703640829224195
1  1:0.2821112268763625  2:0.09326331840716455  3:-0.06348633925049313  4:-0.04217821470836853  5:0.001587847024016707  6:-0.011063511744665588  7:-0.0011823833210059176  8:0.3147449613654451  9:-0.16950778483216955  10:-0.29810232818321286  11:-0.04214914141072604  12:0.037522435684727566  13:-0.06655891805630265  14:-0.13164781874589093
1  1:-0.05652050825288073  2:-0.019355526307372476  3:-0.11562319707429326  4:0.04346012240067625  5:0.07109341541942217  6:-0.012245476600322755  7:0.10750789774408287  8:0.18444292105263155  9:-0.1295928648648649  10:-0.16583013888888887  11:-0.12921537142857145  12:0.19730132352941182  13:0.19599327272727274  14:-0.010103562500000024
1  1:0.15964755640333572  2:0.07331095507933968  3:0.03466833957922419  4:0.04595055484173942  5:0.024773548226785794  6:0.006642318988703609  7:-0.28539943178829724  8:0.176533304820236  9:-0.1418033988307834  10:-0.1303949763313609  11:0.01043649082370622  12:-0.0033026947828441178  13:-0.16807873779212246  14:-0.029254027079224167
1  1:0.17138019618325898  2:-0.027776174991559578  3:-0.060903123767258385  4:-0.04700149745468206  5:0.03647309179332483  6:0.014403757157372542  7:0.05676091843359634  8:0.13295870289629405  9:-0.02377434623380776  10:-0.21591278270874428  11:-0.2467847166525782  12:0.08790221528019491  13:0.12156237385691235  14:0.143717549556213
1  1:-0.028466336880168967  2:0.10524799479361019  3:-0.03580189228577689  4:-0.3090891326195173  5:-0.1294631140890281  6:-0.12727732287370752  7:-0.010302840380506254  8:-0.009522581248486109  9:-0.23040845448406982  10:0.08745799556213019  11:-0.28494042904104455  12:0.27554903238968165  13:-0.07908436321797863  14:-0.23729371784598943
1  1:-0.23139437051455075  2:0.22314440318424938  3:0.07775607456717074  4:-0.2870697944397482  5:0.4145925991607689  6:-0.3216497145418685  7:-0.12651783791502305  8:0.26529683191459913  9:-0.26724175481990864  10:0.04403115220249834  11:0.2777312876115338  12:-0.0007070388482809517  13:-0.1655442638814177  14:0.15172237442472059
1  1:0.05332698716218555  2:0.0342913679478295  3:-0.003615267148805615  4:-0.216481683591622  5:0.13990502780678346  6:-0.10659676468830316  7:0.01531113126643656  8:-0.023803089760891415  9:0.12143380038026197  10:0.15876138883410046  11:-0.18348468725462577  12:0.149280045906331  13:-0.2751540615026  14:-0.06963978059253778
1  1:0.34362408863628496  2:0.34615374547328387  3:0.446676204470743  4:0.06911267577721435  5:-0.4347907656147271  6:-0.2536829384974001  7:-0.24130004205703484  8:0.26225327445586355  9:-0.6453768728432574  10:-0.49301608957922394  11:0.3175504197614351  12:0.4649310752020728  13:-0.1372921845675692  14:-0.23880114967537802
1  1:0.12582531078930068  2:-0.0654673831049985  3:-0.063525090620206  4:-0.057899405597820995  5:-0.0694073695711026  6:-0.006684688781304166  7:0.05765662670529255  8:0.03302992804249285  9:-0.17761347559393717  10:-0.27212502060048216  11:-0.2590257982154597  12:0.1518895971303709  13:0.2100225370270755  14:0.08289040345578565
1  1:0.08040357550434274  2:0.0005872881461342993  3:0.3091586621740082  4:-0.05305303619799006  5:0.12605701167962258  6:0.20183198398183014  7:-0.21192662317143318  8:-0.1736752173431607  9:-0.224168763135917  10:0.21330122912557525  11:-0.1755125006668545  12:0.04604303656650038  13:0.23610167085051703  14:-0.25161218727399737
1  1:0.5795086943146823  2:-0.10652433683387529  3:0.0672883140477756  4:0.10582281237907391  5:-0.05177145861855591  6:-0.20482843834797687  7:0.09902289729207751  8:0.31787855796048303  9:-0.6267423161504698  10:-0.20377918397983782  11:-0.11655252264487653  12:-0.09592031712882397  13:0.12271172446357057  14:0.07690409317472058
1  1:0.38439071052631574  2:0.35887286486486486  3:0.18644594444444446  4:0.06543705714285712  5:0.012291852941176466  6:0.16751296969696972  7:-0.09654640625000002  8:-0.06667225128897193  9:0.17970711100449566  10:0.24478943858207325  11:-0.08943899753921293  12:-0.13905744046099702  13:0.293767324427709  14:-0.10845072345496384
1  1:0.003372282968268753  2:0.22495685981839827  3:0.49565145660749516  4:-0.3390204238564854  5:0.13615116500367413  6:-0.8978358740063355  7:-0.5398322559993425  8:0.6652844910550537  9:0.1240769684595839  10:-0.27256684314047774  11:-0.16847646448764908  12:-0.08037267668329666  13:0.25030960331121876  14:0.14066629663872454
1  1:-0.06201552923976608  2:-0.06864445645645643  3:0.10865783333333331  4:-0.004372869841269856  5:0.026430444444444437  6:-0.07035324242424246  7:0.024346902777777752  8:-0.08502657630021798  9:-0.23891749144410684  10:0.10039358744247205  11:-0.00225352476754018  12:-0.14692037208492864  13:-0.3625306180742334  14:0.03366761335059167
1  1:0.056101091715976416  2:0.11074251895090363  3:-0.29389237836949383  4:-0.1324845775147929  5:-0.16104008475461196  6:-0.14777653648915193  7:-0.10243365107248523  8:0.267059152790754  9:0.3787825432236971  10:0.049533591387245224  11:-0.06772495842960458  12:0.10547146996944737  13:-0.1796796856135318  14:-0.2056693348948061
1  1:-0.16887223099415213  2:-0.055882006006006  3:-0.1283281388888889  4:0.020507453968253958  5:-0.14079228104575162  6:0.4176558282828284  7:-0.2346324305555556  8:0.18449570383058247  9:-0.12255579337917795  10:-0.14539869641683092  11:-0.18531318072696532  12:0.027349480682213708  13:0.12484538497400031  14:-0.02435200036982247
1  1:0.10663948723139209  2:0.05816503198464737  3:0.19016213905325446  4:-0.10750404666103126  5:0.0847137567003133  6:-0.16805948915187383  7:-0.1755587984467456  8:0.284533708657739  9:0.10509213337597954  10:0.12704563510848127  11:-0.1327789553677092  12:-0.011918682387747999  13:-0.32738153738569126  14:-0.20300983043639048
1  1:0.1093314813142323  2:-0.5929396267391653  3:-0.3589455698553585  4:0.36925803753169917  5:0.03957717386007659  6:-0.2189590615026  7:0.13723405140532546  8:0.0788861703346136  9:-0.1306658212946675  10:0.27869522386587775  11:-0.3973170126420588  12:-0.22068498628997943  13:0.07862418151933534  14:-0.26888935492685734
1  1:0.02316428760510745  2:0.18243115832400447  3:0.04359833168967782  4:-0.030684344378698235  5:-0.0004816936999652069  6:0.010492371705217843  7:-0.12227911168639051  8:-0.06352708207896471  9:-0.12550632590578747  10:0.04843019449923294  11:-0.06163955206161362  12:-0.08651003409134857  13:0.10565703819257664  14:0.029283381821170264
1  1:-0.18875197614104297  2:0.35006112939566786  3:0.007550735809774246  4:-0.11274419308725464  5:-0.14737398582588856  6:-0.004635664216125727  7:-0.19531019109549638  8:0.006813686892279997  9:-0.31335657106810955  10:-0.1204654473482358  11:0.07826994571240727  12:0.014005185423676361  13:-0.1757165409120793  14:-0.05703129341305061
1  1:0.37840875769057764  2:-0.11831077422392813  3:-0.047494623438527256  4:-0.010254190044143806  5:0.19065238272034646  6:0.3571104750463212  7:-0.09036057910092066  8:0.3935838600470604  9:0.08372071114309575  10:-0.3658995806486962  11:-0.2586289572461728  12:-0.03757242085315394  13:-0.2347029288745443  14:0.17721706019888234
1  1:0.18536658349769886  2:0.026666910247525606  3:-0.15788034456497915  4:-0.13932046302244763  5:-0.11990920609506128  6:-0.03638620632359094  7:-0.07478309278435243  8:0.2843668014637185  9:0.10751839053254436  10:-0.11425315006574621  11:-0.3369477171597633  12:-0.5434559284719805  13:-0.24360227147211763  14:0.020107359282544413
1  1:0.4787273182809095  2:0.3137713044938431  3:0.2746885142998029  4:0.11639502180896029  5:0.1440657854159415  6:0.21047619670073522  7:0.3302092082100593  8:0.3497827374476625  9:0.1519798584857046  10:0.10770223339907958  11:-0.2533569416924956  12:-0.31807727037165945  13:-0.07151801291016684  14:-0.0933803178829718
1  1:0.36676336902660983  2:0.23773929369013985  3:-0.20662177016217403  4:-0.5465285072602613  5:0.018058300518234954  6:-0.009643859841013668  7:0.3427470106426694  8:0.37813642759265015  9:0.1046412150967535  10:0.006402627547666042  11:-0.20772038478444635  12:-0.08286851548903587  13:0.062255315581854015  14:0.21446439811390533
1  1:-0.0006432114779057898  2:-0.006824789203404593  3:-0.17444541968003507  4:-0.02618698361979904  5:-0.10432819083807093  6:0.06836853344091806  7:0.009430548980933604  8:0.1319276351603861  9:-0.06152137725891571  10:0.008228453648915203  11:-0.14338235587489434  12:0.01509013992342498  13:0.06610962847409002  14:-0.07455265051775146
1  1:0.5913218905325446  2:0.2991803842955382  3:0.14824850378040766  4:0.12568773778529163  5:0.259684109989558  6:0.10701657934373321  7:0.08572853235946742  8:0.6462305802276894  9:0.4418666485064947  10:0.15762084522244135  11:-0.062035261106415024  12:-0.021021053177089383  13:-0.0036794371525910316  14:0.051877965770874494
1  1:0.054229368421052616  2:-0.1451251081081081  3:-0.41503783333333333  4:0.027950885714285795  5:-0.30070435294117653  6:-0.05145866666666667  7:-0.334301  8:0.2276486798851171  9:0.12167641245979705  10:-0.027257807144422486  11:-0.006130568235183584  12:-0.2511408906872414  13:0.21704417990556452  14:0.12387855458990797
