1  1:-0.913648910657051  2:0.7356350024671052  3:-0.564423511402027  4:0.3783230815972224  5:-0.3342297058035715  6:-0.8095783349358974  7:0.6630425624999999  8:-0.6018154104729729  9:0.4492391597222222  10:-0.39069008035714275  11:0.0377217151282051  12:0.1918455942105263  13:-0.09731414945945946  14:0.12738701555555554  15:-0.22756453857142853  16:-1.0956796044230763  17:0.7170513225  18:-0.5372627166891889  19:0.3423603780555555  20:-0.3467301717857143  21:-0.41389620615384604  22:0.6022956821052632  23:-0.41603252216216224  24:0.3506892177777779  25:-0.38190324  26:-0.8789375869230767  27:0.6614989031578948  28:-0.6552564208108107  29:0.575329365  30:-0.4019931985714285
1  1:-0.477366312195513  2:-0.034603008585526326  3:0.2658660364358108  4:-0.28769625076388894  5:0.05336673133928571  6:-0.43230576923076924  7:-0.0741355263157895  8:0.2744479729729729  9:-0.3401055555555555  10:0.12090642857142853  11:-0.15893368743589745  12:0.02130978368421054  13:-0.05452477648648641  14:-0.06679843999999999  15:0.0292507842857143  16:-0.2856428625641026  17:-0.27887288631578944  18:0.21904733729729728  19:-0.11051725444444443  20:-0.09128804000000001  21:-0.2832651289903846  22:0.020393530624999993  23:0.09393117859797304  24:-0.03809912006944444  25:-0.13924330080357145  26:-0.37484212057692307  27:-0.1869420869736842  28:0.1906260606081081  29:-0.06462378777777769  30:-0.24642844464285707
1  1:-0.23706252245192302  2:-0.021850323717105248  3:-0.051751768969594575  4:-0.17740007645833328  5:0.15970943848214286  6:-0.18226382051282045  7:-0.020242315789473678  8:-0.04203289189189188  9:-0.10680655555555552  10:0.18701585714285718  11:-0.44924098692307685  12:0.07316779263157897  13:-0.4586503829729729  14:0.3265825872222222  15:-0.027579352857142855  16:-0.21907055903846157  17:-0.13812255013157895  18:-0.09361264074324326  19:-0.056686260000000016  20:0.4269163067857144  21:-0.1937045732211538  22:-0.08355552661184212  23:-0.16370051329391888  24:-0.003101763819444464  25:0.17608087491071428  26:-0.311060431426282  27:-0.04413375398026317  28:-0.12819274059121624  29:-0.03247372854166666  30:0.2243623363392858
1  1:-0.22871057461538463  2:-0.3417105399999999  3:0.2555797856756757  4:-0.3232670372222223  5:0.13652294142857135  6:-0.21297595512820514  7:-0.30183485526315773  8:0.15758360135135138  9:-0.15135483333333333  10:0.14129310714285703  11:-0.31297251322115377  12:-0.031006701480263143  13:-0.11105786613175668  14:0.3159412829861111  15:-0.14859285937499997  16:-0.30477734360576914  17:-0.18148537634868417  18:0.3064226310304054  19:-0.20365906395833333  20:0.016423316339285707  21:-0.30757833743589746  22:-0.16578087157894736  23:0.15191550054054062  24:-0.04344671222222219  25:0.025857822857142877  26:-0.3357007012980769  27:-0.32189985990131575  28:0.33009591886824313  29:-0.2110442445138888  30:0.09118166705357147
1  1:-0.7005449807692309  2:0.2760841710526315  3:-0.12298442567567587  4:0.07696268055555544  5:-0.11851753571428575  6:-0.6545820256410257  7:0.23010242105263154  8:-0.13802802702702718  9:0.035726777777777684  10:-0.09373614285714292  11:0.22204359769230772  12:-0.06066134157894737  13:-0.17740322621621624  14:0.002167651111111143  15:0.26902063  16:-0.4820531554487177  17:0.14843458881578947  18:-0.0016584239864864969  19:-0.195660875  20:-0.16287570178571426  21:-0.2796110693750001  22:0.17748878523026312  23:-0.24387970113175683  24:0.1760043625694444  25:-0.057555706517857165  26:-0.5518602515384615  27:0.3584585889473684  28:-0.2932145035135135  29:0.019130018333333346  30:-0.08363321
1  1:-0.5848745538621797  2:0.15009383746710525  3:0.06530741008445948  4:-0.17948682368055555  5:0.13889769276785716  6:-0.5298496298076927  7:0.12770839144736842  8:0.017607454391891902  9:-0.12177200694444444  10:0.09364691964285715  11:-0.1583143283493589  12:-0.04322033121710525  13:0.1471893029222973  14:-0.26084005895833345  15:0.15095341633928566  16:-0.3295918092307694  17:0.01784543894736837  18:-0.05396529945945946  19:0.005420965555555564  20:0.03378552571428573  21:-0.295847026298077  22:0.10384742891447361  23:0.18167973981418928  24:-0.14127911812500005  25:0.05128693205357146  26:-0.5344944905288462  27:-0.0339071272697368  28:0.18424420494932434  29:-0.11192168812499993  30:-0.02512607651785712
1  1:-0.5466676464102564  2:0.17787840736842106  3:-0.18133732513513512  4:0.034113815555555566  5:0.12933235  6:-0.5830958349358973  7:0.22316190460526314  8:-0.31650088344594585  9:0.1636531875  10:-0.010251294642857175  11:0.06558273455128207  12:-0.13504354618421055  13:-0.07140158668918917  14:0.022473620555555567  15:0.07500635107142857  16:-0.3070953016826922  17:0.10599717680921052  18:-0.11465039991554053  19:0.10559085937499997  20:0.03493296205357144  21:-0.1846979446153846  22:-0.2806946652631579  23:-0.038172138378378385  24:0.032540017777777784  25:0.13332080571428573  26:-0.34620859424679484  27:0.07101254733552635  28:-0.07698718653716217  29:-0.06370784243055548  30:0.14397693062500003
1  1:-0.5621349887179488  2:0.25314333368421055  3:-0.07753967783783788  4:-0.1820017288888889  5:0.23864694285714283  6:-0.5371823862179484  7:0.13848089144736841  8:0.018761643581081087  9:-0.21312874305555557  10:0.3761299196428571  11:-0.1536069628846153  12:0.033783835394736846  13:0.12136879979729734  14:-0.2894957975000001  15:-0.13816790607142854  16:-0.1960163337339743  17:-0.007454540296052628  18:-0.1594577951858108  19:0.08754898784722218  20:0.10171149419642853  21:-0.13021246732371788  22:0.15375333351973686  23:-0.013523004104729718  24:-0.32831565284722225  25:0.05792471348214284  26:-0.36804190001602555  27:0.10899226444078944  28:-0.07524093586148647  29:0.024525692291666682  30:0.007131779196428577
1  1:-0.25443893142628193  2:-0.04766082371710524  3:-0.22210527572635133  4:0.09713549020833331  5:0.009728448482142858  6:-0.26012378365384614  7:-0.0970011875  8:-0.059311356418918916  9:0.022829854166666674  10:-0.017555008928571442  11:0.34664714993589735  12:0.43547011828947385  13:-0.20296163533783787  14:-0.2454029127777777  15:-0.09665136749999993  16:-0.5916838903205127  17:0.16772280013157892  18:0.03779389277027023  19:-0.09395574555555557  20:-0.022921793214285696  21:-0.19021653339743583  22:0.1995672946052631  23:-0.33315849074324316  24:0.032079149722222235  25:0.17042551821428567  26:-0.378226326426282  27:0.006140257598684221  28:-0.00474916937499998  29:-0.04253629298611114  30:-0.05014265794642859
1  1:-0.4365367787820513  2:0.10791450934210527  3:-0.12741015047297297  4:0.23658931972222222  5:-0.22128657035714297  6:-0.3195596554487177  7:0.041635444078947315  8:-0.12278627533783784  9:0.15177968749999995  10:-0.12059129464285714  11:0.029711172499999973  12:-0.1474415893421052  13:0.048188637364864895  14:0.1465318294444444  15:0.056225956785714286  16:-0.1959637015384615  17:-0.05593515578947368  18:-0.11878440756756758  19:0.3161797155555556  20:-0.13466114857142855  21:-0.1569827077564103  22:0.07073208802631578  23:-0.008730328581081068  24:0.26672867611111095  25:-0.057073890357142845  26:-0.26580227514423077  27:-0.09253737858552626  28:-0.06226972613175678  29:0.27097083479166656  30:-0.14514212723214281
