1  1:-0.25050605134615384  2:-0.21683755802631582  3:0.08546215790540539  4:0.001723716388888895  5:-0.07411551749999996  6:0.11630814220588237  7:-0.32106766666666664  8:-0.17402494736842106  9:0.08516954054054052  10:0.08541900000000002  11:-0.08473414285714284  12:0.13995047058823532  13:-0.05475234461538461  14:-0.23396093368421048  15:-0.10388587891891887  16:-0.16155838777777776  17:0.13303757142857142  18:-0.12560521882352943  19:-0.25390513988782054  20:-0.07368428121710525  21:-0.020673461942567563  22:-0.01664702631944444  23:0.0020823127678571457  24:0.1415250320955882  25:-0.22139348076923077  26:-0.2530702105263158  27:0.07457007432432433  28:0.003484986111111119  29:0.14663379285714287  30:-0.12007583823529411  31:-0.2507905006570512  32:-0.20315207963815785  33:0.15275228913851346  34:-0.04642125631944448  35:-0.05625237508928568  36:-0.02138208981617645
1  1:-0.29579934750000003  2:-0.04528762907894735  3:0.024028971418918937  4:-0.05882752666666666  5:-0.14726937464285722  6:-0.06533869014705883  7:-0.27549833493589737  8:-0.03748677960526317  9:0.11604384628378374  10:-0.19455840972222208  11:-0.0317566517857143  12:-0.12250721691176464  13:0.06419045703525642  14:0.02660228351973684  15:-0.004749952753378402  16:-0.2549981715972222  17:0.010148965624999975  18:-0.1724321537867647  19:-0.22077322596153848  20:-0.11696170065789471  21:0.08235081925675675  22:-0.07448622916666664  23:-0.07295826607142859  24:-0.1892678639705882  25:-0.13494401642628207  26:-0.1499917014802631  27:-0.1849466499155405  28:-0.019088026041666647  29:0.0211901049107143  30:-0.05690424540441175  31:-0.35465786809294875  32:0.07473100628289472  33:-0.033060340320945944  34:-0.027403174930555545  35:0.019591710625000033  36:-0.18140778922794118
1  1:-0.3652578910416668  2:-0.19212268161184215  3:0.24493447900337834  4:-0.19262715006944442  5:0.005944361339285712  6:0.08307168444852939  7:-0.3708299375  8:-0.08024888486842104  9:0.10873742736486487  10:-0.13212715972222228  11:0.12819420535714282  12:-0.05026354044117649  13:-0.166308159551282  14:-0.05039741171052629  15:-0.010823784256756723  16:0.004566986388888878  17:-0.02871358892857139  18:0.03476979455882352  19:-0.29386573435897434  20:0.06500150315789473  21:-0.04566438702702695  22:-0.1218571877777778  23:0.3930075257142856  24:-0.19527047176470586  25:-0.221151061298077  26:-0.08453175411184215  27:0.10096120143581086  28:-0.19513394965277783  29:-0.07274222008928574  30:0.11643562959558829  31:-0.5402508192948721  32:0.06009783013157897  33:0.13016848358108105  34:-0.2759683572222222  35:0.1766168725  36:0.043452614264705904
1  1:-0.2950633926282052  2:-0.30320083881578946  3:0.2495270895270271  4:-0.054894097222222195  5:-0.09790120178571426  6:0.0793660625  7:-0.33907536057692295  8:-0.21981389802631565  9:0.2158248733108107  10:-0.012850868055555582  11:-0.05207200892857144  12:-0.03957049632352942  13:-0.07755795591346153  14:0.09016103786184208  15:-0.029208576807432468  16:-0.1213373117361111  17:0.0727122141964285  18:-0.1913677223161765  19:-0.30643528365384615  20:-0.11053550328947366  21:0.18983642060810813  22:-0.11442386111111112  23:-0.0926506303571429  24:0.028862687500000015  25:-0.269718513846154  26:-0.10443687578947367  27:0.02520228324324326  28:-0.16123273222222226  29:0.13320863999999993  30:-0.02242264823529413  31:-0.45616619822115395  32:-0.07739134108552637  33:0.25236814413851344  34:-0.18987330409722222  35:0.1318832520535714  36:-0.0132192848161765
1  1:-0.4200746221955127  2:-0.37288057319078954  3:0.3163170561655406  4:-0.005076699652777777  5:-0.15194657008928575  6:0.011991250919117638  7:-0.3875328269230771  8:-0.4127090921052632  9:0.3796393040540538  10:0.14258344444444437  11:-0.2966704642857143  12:-0.032770632352941205  13:-0.6456195721153846  14:0.047492957236842145  15:0.2638967719594594  16:0.13315370833333337  17:-0.2166914446428571  18:-0.021521753676470592  19:-0.437201964246795  20:-0.516448971348684  21:0.34355094616554066  22:0.17932098062499996  23:-0.22281696151785702  24:-0.08070117672794119  25:-0.49479950647435883  26:-0.20004358171052627  27:0.2742787619594594  28:0.23937624416666667  29:-0.36200776464285706  30:0.024131362794117622  31:-0.4466622564102563  32:-0.48884028947368424  33:0.4484082972972973  34:0.09588800000000001  35:-0.3242592571428571  36:-0.03015535294117646
1  1:-0.1811918974358974  2:-0.2979561315789474  3:0.07719159459459454  4:0.035819944444444494  5:0.09480199999999998  6:-0.18791405882352943  7:-0.256117467948718  8:-0.28207598684210516  9:0.08941638513513514  10:0.03583333333333333  11:0.04273982142857143  12:-0.1488878676470588  13:-0.38244273591346134  14:-0.12158505332236845  15:0.2797782708952702  16:-0.03434748687500002  17:-0.21984030366071416  18:0.11578668297794115  19:-0.2836093866826922  20:-0.31011055819078936  21:0.2240412441385137  22:-0.09194438673611105  23:-0.159915949375  24:0.06507781077205883  25:-0.24987864416666655  26:-0.2234659801315788  27:0.38180883060810816  28:-0.0555067136111111  29:-0.1721807574999999  30:0.14895662250000002  31:-0.3908946597596153  32:-0.22408540029605256  33:0.5318386948141892  34:-0.31737704923611104  35:-0.07930586437499995  36:0.2159671953308824
1  1:-0.4559898911698718  2:0.15552090759868423  3:-0.04643477815878375  4:0.011853732013888882  5:-0.06984441080357146  6:-0.059543021580882344  7:-0.47213320673076925  8:0.007477562500000043  9:0.11120303547297292  10:-0.07676500694444438  11:-0.10405765178571424  12:0.059409694852941175  13:-0.04237035134615383  14:-0.12480654223684207  15:0.02467983222972971  16:0.019428927499999978  17:-0.046084046071428644  18:-0.21263380779411759  19:-0.18787452181089742  20:-0.11105554476973682  21:0.1063491040033784  22:-0.04307010423611111  23:-0.10368737151785712  24:0.04775535356617649  25:-0.15471765591346154  26:-0.04620774766447366  27:-0.038824300456081075  28:0.007355361180555551  29:-0.015020512232142893  30:-0.18413728849264702  31:-0.10827708852564101  32:-0.08960513828947368  33:0.2166453781756757  34:-0.1433642280555555  35:-0.1481665417857143  36:-0.08613738132352941
1  1:-0.23163664929487182  2:-0.14987318802631583  3:0.025876926554054065  4:-0.116388115  5:0.28259006678571436  6:-0.01569299514705883  7:-0.23102433333333336  8:-0.13848784210526313  9:0.13123197297297304  10:-0.15975294444444443  11:0.23813471428571426  12:-0.04154041176470583  13:0.18527653275641023  14:0.15452416723684204  15:0.15868354547297292  16:0.2415499127777777  17:0.20109675250000003  18:-0.013647692205882316  19:-0.10879029288461539  20:-0.06730482486842104  21:0.08736968601351353  22:-0.11672364277777778  23:0.1148627225  24:-0.03548129073529412  25:-0.14653722834935898  26:-0.04773424963815789  27:0.017926143462837874  28:-0.017412399236111084  29:0.2719950691964287  30:-0.10318985908088237  31:-0.276589992323718  32:-0.2143811441118421  33:0.12003403508445945  34:-0.029981010486111077  35:0.1599827463392857  36:0.03230325209558825
1  1:-0.2895371894871795  2:-0.126193462631579  3:0.03878730081081083  4:0.11218406222222223  5:-0.12698525857142856  6:0.2619407576470589  7:-0.25937244230769235  8:-0.16485935526315793  9:0.15399943918918924  10:0.0009795555555555545  11:-0.09407860714285715  12:0.26545539705882354  13:-0.12702611411858974  14:0.05073658615131577  15:-0.1724420088344594  16:-0.18961226256944438  17:-0.24524904008928564  18:-0.0656688817279412  19:-0.2599066587179487  20:-0.23121913368421065  21:0.12291185216216219  22:-0.32950281277777793  23:-0.08841027571428572  24:0.6066330017647059  25:-0.2296627884615384  26:-0.037336131578947336  27:-0.0834661013513515  28:-0.019302374999999997  29:-0.05717180714285716  30:0.03024180882352942  31:-0.40064454360576907  32:-0.0036809743749999877  33:0.15646470738175677  34:-0.06522300145833333  35:-0.1780220636607143  36:0.4598120991544118
1  1:-0.6017374535897435  2:-0.11074287578947364  3:0.412608308918919  4:-0.13474938777777778  5:-0.20980749571428567  6:0.24080419000000006  7:-0.5342817708333332  8:-0.1550553453947368  9:0.4195961570945945  10:-0.2097727430555555  11:-0.1831762946428571  12:0.1116780330882353  13:-0.04649902642628212  14:-0.00243365753289473  15:0.054010192787162126  16:-0.41566251659722214  17:0.08850378848214284  18:-0.1969637120220588  19:-0.6592978615544873  20:0.006375542730263154  21:0.2643051411655405  22:-0.2861090007638889  23:0.053968229910714274  24:0.028743430772058785  25:-0.35783090666666645  26:0.014385717894736805  27:0.18839933297297295  28:-0.3647988844444443  29:0.052886154285714325  30:-0.17906510470588227  31:-0.4460320910416668  32:-0.08407977371710525  33:0.3136571425168918  34:-0.34951461256944444  35:0.1332099970535715  36:-0.011307038345588239
1  1:-0.5147766253846157  2:-0.016037552105263166  3:0.16606221702702706  4:-0.035566479444444445  5:-0.12937546999999996  6:0.1071111635294118  7:-0.46067015384615373  8:-0.0004671578947368539  9:0.07264140540540542  10:0.035279333333333315  11:-0.18173542857142858  12:0.12353070588235295  13:0.0791865192307692  14:-0.129669802631579  15:0.13636916891891895  16:-0.05905370833333334  17:0.10912012142857144  18:-0.058379808823529424  19:-0.4793744539102563  20:0.14115926565789472  21:0.011487959256756712  22:-0.06401339055555548  23:-0.08421303035714287  24:0.14145029661764702  25:-0.2706941710897435  26:-0.2477336419736841  27:0.36695048060810814  28:-0.19093787194444445  29:-0.02354906464285714  30:0.1435429386764706  31:-0.3005774358974359  32:-0.04499528947368417  33:0.14905608108108098  34:-0.22724058333333325  35:-0.1890525428571429  36:0.10667276470588231
1  1:-0.2747332859615384  2:0.11962447223684214  3:-0.09913392182432434  4:-0.048415182222222214  5:-0.1120564132142857  6:0.012424951029411834  7:-0.15291489743589745  8:0.053460736842105255  9:-0.06178737837837837  10:-0.08891511111111114  11:-0.012830142857142852  12:-0.14656252941176473  13:-0.018099947580128218  14:0.24762492338815786  15:-0.29311015248310796  16:0.05677610215277778  17:-0.15022627508928565  18:0.06974491297794116  19:-0.18999471314102573  20:-0.026838101973684216  21:-0.07025997804054049  22:-0.07695925694444443  23:0.3191034124999998  24:-0.14464807720588235  25:-0.08230367988782052  26:0.19810161430921044  27:-0.1521092850506757  28:-0.05821458506944446  29:-0.17767002008928576  30:-0.04349989246323531  31:-0.22127907282051276  32:0.06248382421052632  33:-0.00926099783783779  34:-0.08025373222222217  35:-0.01574807428571425  36:-0.12916063058823532
1  1:-0.439748544375  2:0.1944270891776315  3:-0.018506449104729723  4:-0.021675660347222202  5:-0.11285496508928572  6:0.16272239091911764  7:-0.4035157836538461  8:0.13853858881578948  9:-0.03683315371621624  10:-0.034307493055555555  11:-0.10105322321428571  12:0.1473932095588235  13:0.32190951019230774  14:0.061115884078947344  15:-0.3959199839864866  16:-0.3351988822222224  17:-0.2900495360714287  18:0.023101115735294105  19:-0.2701660501442309  20:0.2226590424671052  21:-0.14107689505067567  22:0.0021187931249999886  23:-0.01982574794642857  24:-0.004607798786764694  25:-0.17517758142628206  26:0.11264978483552633  27:-0.1362206439695946  28:-0.10308381465277787  29:-0.08738917080357146  30:0.10356651533088235  31:-0.5633571660416669  32:0.39250417891447387  33:-0.209300855456081  34:0.0812479429861111  35:-0.18801947151785717  36:0.10951160650735295
