0  1:-0.3218637134775641  2:-0.15208198424342104  3:-0.056165660861486465  4:-0.015524168124999984  5:0.12616758348214285  6:0.03726399253676473  7:-0.1066501607386363  8:-0.2682855272435897  9:-0.2645102927631579  10:0.06069326520270269  11:0.0664317430555556  12:0.03355113392857144  13:-0.09617480514705881  14:-0.04519716477272728  15:-0.10195614822115384  16:0.020144568782894758  17:0.10277386508445947  18:-0.0502388485416667  19:0.041793207767857096  20:-0.09722565025735294  21:-0.09414247770833337  22:-0.21862822245192307  23:-0.21668735924342103  24:0.11985470535472971  25:0.04709856729166669  26:-0.1484302122321428  27:-0.04981491628676473  28:0.09162433471590913  29:-0.2281490792307693  30:-0.0489105442105263  31:0.0788597575675676  32:-0.06604211277777777  33:0.11625023857142858  34:-0.016228257058823525  35:-0.1312582706060606  36:-0.2192536382051282  37:-0.35516013894736836  38:0.20249010621621621  39:-0.02041293499999999  40:0.06062463285714289  41:0.017456966470588222  42:-0.27316650090909084
0  1:-0.6032514779647437  2:0.2773822393092105  3:-0.11462152829391903  4:0.07850302256944446  5:-0.10387277723214289  6:0.08260233547794117  7:-0.11999437831439395  8:-0.6119589743589743  9:0.29796578947368424  10:-0.1381108108108108  11:0.07852777777777775  12:-0.09641714285714288  13:0.09076764705882351  14:-0.13433333333333333  15:0.0719393742948718  16:0.130361624868421  17:-0.13168773668918918  18:0.2336219455555556  19:0.02409975535714288  20:-0.010254034264705857  21:-0.0855239096212121  22:-0.4379321602564102  23:0.13317663157894744  24:-0.025470547297297322  25:0.03688493055555554  26:-0.1302043642857143  27:0.17648261764705878  28:-0.12099291666666666  29:-0.3272477851923078  30:0.2546123067105263  31:-0.15877343695945947  32:0.15494464055555557  33:-0.01826416035714284  34:0.022938118088235284  35:-0.08653177901515151  36:-0.6823872092307691  37:0.27026165473684216  38:-0.1056145697297297  39:0.07539216000000004  40:-0.18665450285714294  41:0.2349636894117647  42:-0.26276905212121204
0  1:-0.639655526298077  2:0.2513546440460526  3:-0.19017806018581082  4:0.0946425853472222  5:0.015960857053571403  6:0.018783172683823547  7:0.06295050744318181  8:-0.6512242051282051  9:0.29428768421052626  10:-0.19046464864864865  11:0.07294399999999998  12:0.020185714285714286  13:-0.04851188235294118  14:0.05441490909090907  15:0.019702978141025625  16:-0.06892079486842106  17:-0.1240371339864865  18:0.24523056361111106  19:0.11288584107142853  20:-0.04836726661764706  21:-0.4157735929545456  22:-0.6173654166666666  23:0.3199690263157895  24:-0.36723792567567576  25:0.030659458333333348  26:0.3081404642857144  27:-0.29139485294117645  28:0.24906735606060607  29:-0.37822829527243595  30:0.015810074835526353  31:-0.22704070396959464  32:0.3250699184027779  33:-0.005508209374999948  34:-0.002956429227941152  35:-0.1860172078598485  36:-0.5399747330769232  37:0.26291306105263157  38:-0.3009599072972973  39:0.2714291261111111  40:0.08046615857142854  41:-0.03448737176470587  42:0.018639308181818217
0  1:-0.29035296794871784  2:-0.07998246052631582  3:-0.025009682432432425  4:0.0075560972222222305  5:0.06244127857142858  6:0.0036659558823529345  7:0.08538946212121214  8:-0.299619501602564  9:-0.005669766447368434  10:-0.09134491047297294  11:0.03487639583333335  12:0.13153027678571427  13:-0.13834127573529412  14:0.2439397291666667  15:0.018325659599358984  16:0.04486729075657891  17:-0.1513976426182432  18:-0.061091298680555545  19:-0.03310491151785712  20:-0.14443403613970585  21:-0.033010681950757584  22:-0.24521100681089736  23:0.09174408799342106  24:-0.041601937077702704  25:-0.01690675520833333  26:0.06702545848214285  27:-0.16709274172794117  28:0.19711452698863632  29:-0.13678123237179485  30:0.03199885197368419  31:-0.17285686993243243  32:-0.027729250000000007  33:0.058556555357142846  34:-0.03155321691176473  35:0.027775373106060576  36:-0.23196176360576923  37:-0.010878073322368405  38:-0.054573269375  39:-0.2136312763194444  40:0.25241446419642855  41:-0.1854011502573529  42:0.12307305865530303
0  1:-0.32278308975961534  2:-0.11387112042763162  3:-0.02860335005067573  4:-0.047821443125  5:0.0595290599107143  6:0.2254077123897058  7:-0.14213914104166667  8:-0.24445623237179484  9:-0.17409845065789467  10:0.07596515709459457  11:-0.08884631249999998  12:0.0375210625  13:0.17824740073529421  14:-0.09807080113636361  15:-0.4763694830769231  16:0.22305079263157884  17:-0.04354398702702706  18:-0.17334090444444447  19:-0.11607966285714288  20:0.07646576352941177  21:-0.08280307515151518  22:-0.40681566091346144  23:-0.4362005210855263  24:0.14240019454391897  25:0.011826743680555616  26:0.051307101339285656  27:0.09725239768382361  28:0.12871123168560603  29:-0.30427242846153846  30:-0.001932871578947381  31:0.02204667756756761  32:-0.014596251111111081  33:-0.2032489957142857  34:0.3253463070588237  35:-0.29261658696969695  36:-0.33441647570512817  37:-0.19451409355263155  38:0.027089368716216228  39:-0.1452012586111111  40:0.010691143928571423  41:0.3831159260294117  42:-0.11138624598484849
0  1:-0.225246801298077  2:-0.0698610822697368  3:-0.010603452077702708  4:-0.03529783270833334  5:-0.18262934080357143  6:0.20825015944852943  7:-0.12549366149621213  8:-0.1460205528846153  9:-0.08740337171052626  10:-0.017720059121621612  11:-0.01268524305555556  12:-0.13228558035714283  13:0.12137693014705887  14:-0.0917878314393939  15:0.11171175794871796  16:-0.20449933894736838  17:-0.2589040951351352  18:-0.001124876666666694  19:0.24217134285714284  20:-0.2255963247058823  21:-0.42076947515151514  22:-0.26766083988782047  23:-0.14000725490131583  24:0.17839459684121625  25:-0.1822689346527778  26:-0.14682156794642856  27:0.13739893209558818  28:-0.02967209210227274  29:-0.163977006426282  30:-0.17908417240131572  31:-0.06777830072635131  32:-0.03619440145833335  33:0.1161258656250001  34:0.08368783738970588  35:-0.2204267039204545  36:-0.1993713566666666  37:-0.11660708999999993  38:-0.04996177918918918  39:-0.016976406666666662  40:-0.009932687142857114  41:0.11820665705882358  42:-0.18001836272727265
0  1:-0.4969699877564101  2:-0.019817089342105226  3:0.14760040628378385  4:-0.25148508583333334  5:0.20866049392857147  6:-0.22032250838235296  7:0.24046764219696962  8:-0.5291148782051279  9:-0.0189018552631579  10:0.19749484459459457  11:-0.3727516944444445  12:0.3627991071428571  13:-0.17841533823529412  14:0.1296300984848485  15:-0.23728910775641027  16:0.008958763026315764  17:0.013602156554054015  18:0.046726219166666666  19:0.010728178214285714  20:-0.1236719327941176  21:0.05846805856060604  22:-0.29590272108974364  23:-0.17192914592105252  24:0.18829344006756754  25:-0.03806490944444448  26:0.17548456535714285  27:-0.23260160102941174  28:-0.07770556386363636  29:-0.2901219461698719  30:-0.13007210134868416  31:0.2566765749493243  32:-0.09182008062499993  33:0.001689492053571457  34:-0.13745142878676467  35:0.05226837941287883  36:-0.31020979950320515  37:-0.2874157318750001  38:0.34975451643581085  39:-0.1505834999305555  40:-0.007499375803571429  41:-0.1548047245220588  42:0.07977058592803031
0  1:-0.4938896670673076  2:-0.13379538898026316  3:0.21641948859797297  4:0.15750006076388887  5:-0.3304941415178571  6:0.014018750919117603  7:0.26037026562500004  8:-0.48899335897435886  9:-0.2058026842105263  10:0.27102018918918913  11:0.08207544444444442  12:-0.3422127142857142  13:0.06996305882352942  14:0.2768700909090908  15:-0.0297758884775641  16:0.15843909009868418  17:-0.21201938923986502  18:-0.0051978125694444105  19:-0.3288679000892859  20:-0.04521916996323528  21:-0.16696548346590914  22:-0.5501939887820508  23:0.0744581217105263  24:-0.005447815878378412  25:-0.02677841666666668  26:0.026164355357142868  27:-0.06477033455882354  28:0.12655461553030306  29:-0.40701046232371796  30:0.09679917338815787  31:-0.09376162478040538  32:0.2232677577083335  33:-0.27258836366071426  34:-0.002947684080882346  35:-0.15836137543560602  36:-0.5028289427083337  37:0.10719250246710531  38:-0.14985332559121625  39:0.2063020677083333  40:-0.08705064866071431  41:-0.10139471231617644  42:0.2791286254734848
0  1:-0.3663857492948718  2:-0.0792122209210526  3:0.07753039277027021  4:-0.011125305277777765  5:0.21196368392857146  6:-0.4034236348529412  7:0.18460018159090905  8:-0.20472136057692308  9:-0.1557005559210526  10:-0.034217072635135154  11:0.1181500763888889  12:0.19339691964285713  13:-0.48266039338235295  14:0.11288056249999998  15:-0.019665362323717978  16:-0.13842714832236838  17:0.06428211170608106  18:-0.0024681756249999814  19:0.16596721276785714  20:0.023373303419117676  21:-0.11666248073863635  22:-0.09847403142628204  23:-0.04516575726973684  24:-0.008635959510135132  25:-0.005348815347222235  26:0.1677184263392857  27:-0.21605291481617647  28:0.17998354153409088  29:-0.09514496360576925  30:-0.1254194937171053  31:0.08714209548986485  32:0.029077561875000033  33:0.07515732919642855  34:-0.08199344216911765  35:-0.07989575346590906  36:-0.32050445903846164  37:-0.02857105013157896  38:-0.010086154256756765  39:0.07014419694444446  40:0.16237872249999988  41:-0.36614140338235307  42:0.04408985704545449
0  1:-0.3366808843589745  2:0.2564723899999999  3:-0.36842194243243254  4:0.2987106094444443  5:-0.33838811000000013  6:0.3213121605882352  7:-0.3012697221212122  8:-0.1762564503205128  9:0.026355838815789477  10:-0.1609798564189189  11:0.15603767361111112  12:-0.24659558035714285  13:0.18326112132352942  14:-0.11902419507575752  15:-0.06654589616987187  16:-0.2287772414802632  17:0.16858877292229724  18:-0.005248585486111105  19:-0.06273217366071428  20:0.010033726360294091  21:-0.14334125770833336  22:-0.2734289869230768  23:0.11804718999999997  24:-0.17942592081081077  25:0.21530996777777778  26:-0.23900414428571426  27:0.17943387235294117  28:-0.08317377060606058  29:-0.16914393230769226  30:-0.03288558210526317  31:-0.08169542918918916  32:0.07555491555555552  33:-0.16527473714285715  34:0.2627934247058824  35:-0.1365119006060606  36:-0.15534422629807684  37:-0.06552914805921048  38:-0.1296366331587838  39:0.03267739993055556  40:-0.1265540693749999  41:0.20540893444852942  42:-0.021939000890151543
