0  1:-0.3218637134775641  2:-0.15208198424342104  3:-0.056165660861486465  4:-0.015524168124999984  5:0.12616758348214285  6:0.03726399253676473  7:-0.2682855272435897  8:-0.2645102927631579  9:0.06069326520270269  10:0.0664317430555556  11:0.03355113392857144  12:-0.09617480514705881  13:-0.10195614822115384  14:0.020144568782894758  15:0.10277386508445947  16:-0.0502388485416667  17:0.041793207767857096  18:-0.09722565025735294  19:-0.21862822245192307  20:-0.21668735924342103  21:0.11985470535472971  22:0.04709856729166669  23:-0.1484302122321428  24:-0.04981491628676473  25:-0.2281490792307693  26:-0.0489105442105263  27:0.0788597575675676  28:-0.06604211277777777  29:0.11625023857142858  30:-0.016228257058823525  31:-0.2192536382051282  32:-0.35516013894736836  33:0.20249010621621621  34:-0.02041293499999999  35:0.06062463285714289  36:0.017456966470588222
0  1:-0.6032514779647437  2:0.2773822393092105  3:-0.11462152829391903  4:0.07850302256944446  5:-0.10387277723214289  6:0.08260233547794117  7:-0.6119589743589743  8:0.29796578947368424  9:-0.1381108108108108  10:0.07852777777777775  11:-0.09641714285714288  12:0.09076764705882351  13:0.0719393742948718  14:0.130361624868421  15:-0.13168773668918918  16:0.2336219455555556  17:0.02409975535714288  18:-0.010254034264705857  19:-0.4379321602564102  20:0.13317663157894744  21:-0.025470547297297322  22:0.03688493055555554  23:-0.1302043642857143  24:0.17648261764705878  25:-0.3272477851923078  26:0.2546123067105263  27:-0.15877343695945947  28:0.15494464055555557  29:-0.01826416035714284  30:0.022938118088235284  31:-0.6823872092307691  32:0.27026165473684216  33:-0.1056145697297297  34:0.07539216000000004  35:-0.18665450285714294  36:0.2349636894117647
0  1:-0.639655526298077  2:0.2513546440460526  3:-0.19017806018581082  4:0.0946425853472222  5:0.015960857053571403  6:0.018783172683823547  7:-0.6512242051282051  8:0.29428768421052626  9:-0.19046464864864865  10:0.07294399999999998  11:0.020185714285714286  12:-0.04851188235294118  13:0.019702978141025625  14:-0.06892079486842106  15:-0.1240371339864865  16:0.24523056361111106  17:0.11288584107142853  18:-0.04836726661764706  19:-0.6173654166666666  20:0.3199690263157895  21:-0.36723792567567576  22:0.030659458333333348  23:0.3081404642857144  24:-0.29139485294117645  25:-0.37822829527243595  26:0.015810074835526353  27:-0.22704070396959464  28:0.3250699184027779  29:-0.005508209374999948  30:-0.002956429227941152  31:-0.5399747330769232  32:0.26291306105263157  33:-0.3009599072972973  34:0.2714291261111111  35:0.08046615857142854  36:-0.03448737176470587
0  1:-0.29035296794871784  2:-0.07998246052631582  3:-0.025009682432432425  4:0.0075560972222222305  5:0.06244127857142858  6:0.0036659558823529345  7:-0.299619501602564  8:-0.005669766447368434  9:-0.09134491047297294  10:0.03487639583333335  11:0.13153027678571427  12:-0.13834127573529412  13:0.018325659599358984  14:0.04486729075657891  15:-0.1513976426182432  16:-0.061091298680555545  17:-0.03310491151785712  18:-0.14443403613970585  19:-0.24521100681089736  20:0.09174408799342106  21:-0.041601937077702704  22:-0.01690675520833333  23:0.06702545848214285  24:-0.16709274172794117  25:-0.13678123237179485  26:0.03199885197368419  27:-0.17285686993243243  28:-0.027729250000000007  29:0.058556555357142846  30:-0.03155321691176473  31:-0.23196176360576923  32:-0.010878073322368405  33:-0.054573269375  34:-0.2136312763194444  35:0.25241446419642855  36:-0.1854011502573529
0  1:-0.32278308975961534  2:-0.11387112042763162  3:-0.02860335005067573  4:-0.047821443125  5:0.0595290599107143  6:0.2254077123897058  7:-0.24445623237179484  8:-0.17409845065789467  9:0.07596515709459457  10:-0.08884631249999998  11:0.0375210625  12:0.17824740073529421  13:-0.4763694830769231  14:0.22305079263157884  15:-0.04354398702702706  16:-0.17334090444444447  17:-0.11607966285714288  18:0.07646576352941177  19:-0.40681566091346144  20:-0.4362005210855263  21:0.14240019454391897  22:0.011826743680555616  23:0.051307101339285656  24:0.09725239768382361  25:-0.30427242846153846  26:-0.001932871578947381  27:0.02204667756756761  28:-0.014596251111111081  29:-0.2032489957142857  30:0.3253463070588237  31:-0.33441647570512817  32:-0.19451409355263155  33:0.027089368716216228  34:-0.1452012586111111  35:0.010691143928571423  36:0.3831159260294117
0  1:-0.225246801298077  2:-0.0698610822697368  3:-0.010603452077702708  4:-0.03529783270833334  5:-0.18262934080357143  6:0.20825015944852943  7:-0.1460205528846153  8:-0.08740337171052626  9:-0.017720059121621612  10:-0.01268524305555556  11:-0.13228558035714283  12:0.12137693014705887  13:0.11171175794871796  14:-0.20449933894736838  15:-0.2589040951351352  16:-0.001124876666666694  17:0.24217134285714284  18:-0.2255963247058823  19:-0.26766083988782047  20:-0.14000725490131583  21:0.17839459684121625  22:-0.1822689346527778  23:-0.14682156794642856  24:0.13739893209558818  25:-0.163977006426282  26:-0.17908417240131572  27:-0.06777830072635131  28:-0.03619440145833335  29:0.1161258656250001  30:0.08368783738970588  31:-0.1993713566666666  32:-0.11660708999999993  33:-0.04996177918918918  34:-0.016976406666666662  35:-0.009932687142857114  36:0.11820665705882358
0  1:-0.4969699877564101  2:-0.019817089342105226  3:0.14760040628378385  4:-0.25148508583333334  5:0.20866049392857147  6:-0.22032250838235296  7:-0.5291148782051279  8:-0.0189018552631579  9:0.19749484459459457  10:-0.3727516944444445  11:0.3627991071428571  12:-0.17841533823529412  13:-0.23728910775641027  14:0.008958763026315764  15:0.013602156554054015  16:0.046726219166666666  17:0.010728178214285714  18:-0.1236719327941176  19:-0.29590272108974364  20:-0.17192914592105252  21:0.18829344006756754  22:-0.03806490944444448  23:0.17548456535714285  24:-0.23260160102941174  25:-0.2901219461698719  26:-0.13007210134868416  27:0.2566765749493243  28:-0.09182008062499993  29:0.001689492053571457  30:-0.13745142878676467  31:-0.31020979950320515  32:-0.2874157318750001  33:0.34975451643581085  34:-0.1505834999305555  35:-0.007499375803571429  36:-0.1548047245220588
0  1:-0.4938896670673076  2:-0.13379538898026316  3:0.21641948859797297  4:0.15750006076388887  5:-0.3304941415178571  6:0.014018750919117603  7:-0.48899335897435886  8:-0.2058026842105263  9:0.27102018918918913  10:0.08207544444444442  11:-0.3422127142857142  12:0.06996305882352942  13:-0.0297758884775641  14:0.15843909009868418  15:-0.21201938923986502  16:-0.0051978125694444105  17:-0.3288679000892859  18:-0.04521916996323528  19:-0.5501939887820508  20:0.0744581217105263  21:-0.005447815878378412  22:-0.02677841666666668  23:0.026164355357142868  24:-0.06477033455882354  25:-0.40701046232371796  26:0.09679917338815787  27:-0.09376162478040538  28:0.2232677577083335  29:-0.27258836366071426  30:-0.002947684080882346  31:-0.5028289427083337  32:0.10719250246710531  33:-0.14985332559121625  34:0.2063020677083333  35:-0.08705064866071431  36:-0.10139471231617644
0  1:-0.3663857492948718  2:-0.0792122209210526  3:0.07753039277027021  4:-0.011125305277777765  5:0.21196368392857146  6:-0.4034236348529412  7:-0.20472136057692308  8:-0.1557005559210526  9:-0.034217072635135154  10:0.1181500763888889  11:0.19339691964285713  12:-0.48266039338235295  13:-0.019665362323717978  14:-0.13842714832236838  15:0.06428211170608106  16:-0.0024681756249999814  17:0.16596721276785714  18:0.023373303419117676  19:-0.09847403142628204  20:-0.04516575726973684  21:-0.008635959510135132  22:-0.005348815347222235  23:0.1677184263392857  24:-0.21605291481617647  25:-0.09514496360576925  26:-0.1254194937171053  27:0.08714209548986485  28:0.029077561875000033  29:0.07515732919642855  30:-0.08199344216911765  31:-0.32050445903846164  32:-0.02857105013157896  33:-0.010086154256756765  34:0.07014419694444446  35:0.16237872249999988  36:-0.36614140338235307
0  1:-0.3366808843589745  2:0.2564723899999999  3:-0.36842194243243254  4:0.2987106094444443  5:-0.33838811000000013  6:0.3213121605882352  7:-0.1762564503205128  8:0.026355838815789477  9:-0.1609798564189189  10:0.15603767361111112  11:-0.24659558035714285  12:0.18326112132352942  13:-0.06654589616987187  14:-0.2287772414802632  15:0.16858877292229724  16:-0.005248585486111105  17:-0.06273217366071428  18:0.010033726360294091  19:-0.2734289869230768  20:0.11804718999999997  21:-0.17942592081081077  22:0.21530996777777778  23:-0.23900414428571426  24:0.17943387235294117  25:-0.16914393230769226  26:-0.03288558210526317  27:-0.08169542918918916  28:0.07555491555555552  29:-0.16527473714285715  30:0.2627934247058824  31:-0.15534422629807684  32:-0.06552914805921048  33:-0.1296366331587838  34:0.03267739993055556  35:-0.1265540693749999  36:0.20540893444852942
